legacy_source_id,original_path,source_sha1,section_start_line,section_end_line,heading,semantic_role,material_role,audit_disposition
LS-MD-0195,ops/Locking_Implementation_Standard_LOCKED.md,68C4D47E37CEC7426C8DB16BB6F9FD6A79AC2D1D,5,9,Locked rules,IMPLEMENTATION,YES,RETAIN_SINGLE_PRIMARY_ROLE_NO_SECONDARY_AUTHORITY
LS-MD-0196,ops/Logging_Schema_JSON_LOCKED.md,174C13F5F636C59D3A454FA8E4EAEBD761D902BE,1,2,Logging Schema JSON (LOCKED),IMPLEMENTATION,YES,RETAIN_SINGLE_PRIMARY_ROLE_NO_SECONDARY_AUTHORITY
LS-MD-0196,ops/Logging_Schema_JSON_LOCKED.md,174C13F5F636C59D3A454FA8E4EAEBD761D902BE,3,5,Purpose,IMPLEMENTATION,YES,RETAIN_SINGLE_PRIMARY_ROLE_NO_SECONDARY_AUTHORITY
LS-MD-0196,ops/Logging_Schema_JSON_LOCKED.md,174C13F5F636C59D3A454FA8E4EAEBD761D902BE,6,9,Storage,IMPLEMENTATION,YES,RETAIN_SINGLE_PRIMARY_ROLE_NO_SECONDARY_AUTHORITY
LS-MD-0196,ops/Logging_Schema_JSON_LOCKED.md,174C13F5F636C59D3A454FA8E4EAEBD761D902BE,10,19,Minimum top-level fields,IMPLEMENTATION,YES,RETAIN_SINGLE_PRIMARY_ROLE_NO_SECONDARY_AUTHORITY
LS-MD-0196,ops/Logging_Schema_JSON_LOCKED.md,174C13F5F636C59D3A454FA8E4EAEBD761D902BE,20,33,Recommended payload fields,IMPLEMENTATION,YES,RETAIN_SINGLE_PRIMARY_ROLE_NO_SECONDARY_AUTHORITY
LS-MD-0196,ops/Logging_Schema_JSON_LOCKED.md,174C13F5F636C59D3A454FA8E4EAEBD761D902BE,34,38,Locked rules,IMPLEMENTATION,YES,RETAIN_SINGLE_PRIMARY_ROLE_NO_SECONDARY_AUTHORITY
LS-MD-0197,ops/LOGGING_TRACEABILITY_REASON_CODES_INVENTORY.md,A1940E4465EB5BE5C45139CB797981907401A453,1,3,[preamble/title],IMPLEMENTATION,YES,SPLIT_EXACT_SECTION
LS-MD-0197,ops/LOGGING_TRACEABILITY_REASON_CODES_INVENTORY.md,A1940E4465EB5BE5C45139CB797981907401A453,4,11,Logging / Traceability / Reason Codes Inventory,IMPLEMENTATION,YES,SPLIT_EXACT_SECTION
LS-MD-0197,ops/LOGGING_TRACEABILITY_REASON_CODES_INVENTORY.md,A1940E4465EB5BE5C45139CB797981907401A453,12,15,Final rule,GOVERNANCE,YES,SPLIT_EXACT_SECTION
LS-MD-0197,ops/LOGGING_TRACEABILITY_REASON_CODES_INVENTORY.md,A1940E4465EB5BE5C45139CB797981907401A453,16,40,Inventory,IMPLEMENTATION,YES,SPLIT_EXACT_SECTION
LS-MD-0197,ops/LOGGING_TRACEABILITY_REASON_CODES_INVENTORY.md,A1940E4465EB5BE5C45139CB797981907401A453,41,46,Gap status after this patch,FINDING,YES,SPLIT_EXACT_SECTION
LS-MD-0198,ops/Observability_Minimum_Contract_LOCKED.md,D4603CC806C63DA66F926BC34165F94252045542,1,2,Observability Minimum Contract (LOCKED),STRATEGY,YES,RETAIN_SINGLE_PRIMARY_ROLE_NO_SECONDARY_AUTHORITY
LS-MD-0198,ops/Observability_Minimum_Contract_LOCKED.md,D4603CC806C63DA66F926BC34165F94252045542,3,5,Purpose,STRATEGY,YES,RETAIN_SINGLE_PRIMARY_ROLE_NO_SECONDARY_AUTHORITY
LS-MD-0198,ops/Observability_Minimum_Contract_LOCKED.md,D4603CC806C63DA66F926BC34165F94252045542,6,14,Minimum observable artifacts per requested date T,STRATEGY,YES,RETAIN_SINGLE_PRIMARY_ROLE_NO_SECONDARY_AUTHORITY
LS-MD-0198,ops/Observability_Minimum_Contract_LOCKED.md,D4603CC806C63DA66F926BC34165F94252045542,15,24,Minimum observability questions that must be answerable,STRATEGY,YES,RETAIN_SINGLE_PRIMARY_ROLE_NO_SECONDARY_AUTHORITY
LS-MD-0198,ops/Observability_Minimum_Contract_LOCKED.md,D4603CC806C63DA66F926BC34165F94252045542,25,29,Locked rules,STRATEGY,YES,RETAIN_SINGLE_PRIMARY_ROLE_NO_SECONDARY_AUTHORITY
LS-MD-0199,ops/OPERATIONAL_RUNBOOK.md,2C25F532C2559924577739109EA36A9DE7267112,1,6,Market Data Operational Runbook,IMPLEMENTATION,YES,RETAIN_SINGLE_PRIMARY_ROLE_NO_SECONDARY_AUTHORITY
LS-MD-0199,ops/OPERATIONAL_RUNBOOK.md,2C25F532C2559924577739109EA36A9DE7267112,7,16,Capability boundary scope for ops documents (LOCKED),IMPLEMENTATION,YES,RETAIN_SINGLE_PRIMARY_ROLE_NO_SECONDARY_AUTHORITY
LS-MD-0199,ops/OPERATIONAL_RUNBOOK.md,2C25F532C2559924577739109EA36A9DE7267112,17,23,Operating modes,IMPLEMENTATION,YES,RETAIN_SINGLE_PRIMARY_ROLE_NO_SECONDARY_AUTHORITY
LS-MD-0199,ops/OPERATIONAL_RUNBOOK.md,2C25F532C2559924577739109EA36A9DE7267112,24,44,Activation checklist,IMPLEMENTATION,YES,RETAIN_SINGLE_PRIMARY_ROLE_NO_SECONDARY_AUTHORITY
LS-MD-0199,ops/OPERATIONAL_RUNBOOK.md,2C25F532C2559924577739109EA36A9DE7267112,45,53,Daily operator flow,IMPLEMENTATION,YES,RETAIN_SINGLE_PRIMARY_ROLE_NO_SECONDARY_AUTHORITY
LS-MD-0199,ops/OPERATIONAL_RUNBOOK.md,2C25F532C2559924577739109EA36A9DE7267112,54,63,Absolute safety rules,IMPLEMENTATION,YES,RETAIN_SINGLE_PRIMARY_ROLE_NO_SECONDARY_AUTHORITY
LS-MD-0199,ops/OPERATIONAL_RUNBOOK.md,2C25F532C2559924577739109EA36A9DE7267112,64,67,Evidence per operation,IMPLEMENTATION,YES,RETAIN_SINGLE_PRIMARY_ROLE_NO_SECONDARY_AUTHORITY
LS-MD-0199,ops/OPERATIONAL_RUNBOOK.md,2C25F532C2559924577739109EA36A9DE7267112,68,80,Supporting documents,IMPLEMENTATION,YES,RETAIN_SINGLE_PRIMARY_ROLE_NO_SECONDARY_AUTHORITY
LS-MD-0199,ops/OPERATIONAL_RUNBOOK.md,2C25F532C2559924577739109EA36A9DE7267112,81,264,OPERATIONAL_READINESS_CONTRACT compatibility operator appendix,IMPLEMENTATION,YES,RETAIN_SINGLE_PRIMARY_ROLE_NO_SECONDARY_AUTHORITY
LS-MD-0200,ops/Operator_Decision_Trees_LOCKED.md,FCB64429D4A520D95127800A9EBB87F100030B4E,1,2,Operator Decision Trees (LOCKED),STRATEGY,YES,RETAIN_SINGLE_PRIMARY_ROLE_NO_SECONDARY_AUTHORITY
LS-MD-0200,ops/Operator_Decision_Trees_LOCKED.md,FCB64429D4A520D95127800A9EBB87F100030B4E,3,5,Purpose,STRATEGY,YES,RETAIN_SINGLE_PRIMARY_ROLE_NO_SECONDARY_AUTHORITY
LS-MD-0200,ops/Operator_Decision_Trees_LOCKED.md,FCB64429D4A520D95127800A9EBB87F100030B4E,6,15,Decision Tree A — Source schema drift,STRATEGY,YES,RETAIN_SINGLE_PRIMARY_ROLE_NO_SECONDARY_AUTHORITY
LS-MD-0200,ops/Operator_Decision_Trees_LOCKED.md,FCB64429D4A520D95127800A9EBB87F100030B4E,16,26,Decision Tree B — Hash failure,STRATEGY,YES,RETAIN_SINGLE_PRIMARY_ROLE_NO_SECONDARY_AUTHORITY
LS-MD-0200,ops/Operator_Decision_Trees_LOCKED.md,FCB64429D4A520D95127800A9EBB87F100030B4E,27,36,Decision Tree C — Seal write failure,STRATEGY,YES,RETAIN_SINGLE_PRIMARY_ROLE_NO_SECONDARY_AUTHORITY
LS-MD-0200,ops/Operator_Decision_Trees_LOCKED.md,FCB64429D4A520D95127800A9EBB87F100030B4E,37,45,Decision Tree D — Publication ambiguity,STRATEGY,YES,RETAIN_SINGLE_PRIMARY_ROLE_NO_SECONDARY_AUTHORITY
LS-MD-0200,ops/Operator_Decision_Trees_LOCKED.md,FCB64429D4A520D95127800A9EBB87F100030B4E,46,55,Decision Tree E — Correction reseal failure,STRATEGY,YES,RETAIN_SINGLE_PRIMARY_ROLE_NO_SECONDARY_AUTHORITY
LS-MD-0200,ops/Operator_Decision_Trees_LOCKED.md,FCB64429D4A520D95127800A9EBB87F100030B4E,56,65,Decision Tree F — Replay mismatch,STRATEGY,YES,RETAIN_SINGLE_PRIMARY_ROLE_NO_SECONDARY_AUTHORITY
LS-MD-0200,ops/Operator_Decision_Trees_LOCKED.md,FCB64429D4A520D95127800A9EBB87F100030B4E,66,71,Cross-contract alignment,STRATEGY,YES,RETAIN_SINGLE_PRIMARY_ROLE_NO_SECONDARY_AUTHORITY
LS-MD-0200,ops/Operator_Decision_Trees_LOCKED.md,FCB64429D4A520D95127800A9EBB87F100030B4E,72,73,Anti-ambiguity rule (LOCKED),STRATEGY,YES,RETAIN_SINGLE_PRIMARY_ROLE_NO_SECONDARY_AUTHORITY
LS-MD-0201,ops/OPS_ENVIRONMENT_BASELINE.md,4CD43340DAE04A7BB47B9DBDD430FACBC6FCAEF5,1,6,Ops Environment Baseline,IMPLEMENTATION,YES,SPLIT_EXACT_SECTION
LS-MD-0201,ops/OPS_ENVIRONMENT_BASELINE.md,4CD43340DAE04A7BB47B9DBDD430FACBC6FCAEF5,7,21,Baseline decision,DECISION,YES,SPLIT_EXACT_SECTION
LS-MD-0201,ops/OPS_ENVIRONMENT_BASELINE.md,4CD43340DAE04A7BB47B9DBDD430FACBC6FCAEF5,22,38,Clean-output policy,CONTEXT,NO,SPLIT_EXACT_SECTION
LS-MD-0201,ops/OPS_ENVIRONMENT_BASELINE.md,4CD43340DAE04A7BB47B9DBDD430FACBC6FCAEF5,39,48,Runtime guard,CONTEXT,NO,SPLIT_EXACT_SECTION
LS-MD-0201,ops/OPS_ENVIRONMENT_BASELINE.md,4CD43340DAE04A7BB47B9DBDD430FACBC6FCAEF5,49,87,Manual operator validation,EVIDENCE,YES,SPLIT_EXACT_SECTION
LS-MD-0201,ops/OPS_ENVIRONMENT_BASELINE.md,4CD43340DAE04A7BB47B9DBDD430FACBC6FCAEF5,88,98,Container observation for this session,EVIDENCE,YES,SPLIT_EXACT_SECTION
LS-MD-0201,ops/OPS_ENVIRONMENT_BASELINE.md,4CD43340DAE04A7BB47B9DBDD430FACBC6FCAEF5,99,120,Operator-local proof received for this session,EVIDENCE,YES,SPLIT_EXACT_SECTION
LS-MD-0201,ops/OPS_ENVIRONMENT_BASELINE.md,4CD43340DAE04A7BB47B9DBDD430FACBC6FCAEF5,121,127,Final rule,GOVERNANCE,YES,SPLIT_EXACT_SECTION
LS-MD-0201,ops/OPS_ENVIRONMENT_BASELINE.md,4CD43340DAE04A7BB47B9DBDD430FACBC6FCAEF5,128,136,Final closure proof,EVIDENCE,YES,SPLIT_EXACT_SECTION
LS-MD-0202,ops/Performance_SLO_and_Limits_LOCKED.md,29B65C554AF9BEA3742E11823A82D41DFBA11208,1,2,"Performance, Freshness, and Capacity SLO (STRATEGY LOCKED)",STRATEGY,YES,RETAIN_SINGLE_PRIMARY_ROLE_NO_SECONDARY_AUTHORITY
LS-MD-0202,ops/Performance_SLO_and_Limits_LOCKED.md,29B65C554AF9BEA3742E11823A82D41DFBA11208,3,6,Measurement boundary,STRATEGY,YES,RETAIN_SINGLE_PRIMARY_ROLE_NO_SECONDARY_AUTHORITY
LS-MD-0202,ops/Performance_SLO_and_Limits_LOCKED.md,29B65C554AF9BEA3742E11823A82D41DFBA11208,7,19,Freshness clock,STRATEGY,YES,RETAIN_SINGLE_PRIMARY_ROLE_NO_SECONDARY_AUTHORITY
LS-MD-0202,ops/Performance_SLO_and_Limits_LOCKED.md,29B65C554AF9BEA3742E11823A82D41DFBA11208,20,50,Horizon-derived targets (LOCKED),STRATEGY,YES,RETAIN_SINGLE_PRIMARY_ROLE_NO_SECONDARY_AUTHORITY
LS-MD-0202,ops/Performance_SLO_and_Limits_LOCKED.md,29B65C554AF9BEA3742E11823A82D41DFBA11208,51,56,SLO registry,STRATEGY,YES,RETAIN_SINGLE_PRIMARY_ROLE_NO_SECONDARY_AUTHORITY
LS-MD-0202,ops/Performance_SLO_and_Limits_LOCKED.md,29B65C554AF9BEA3742E11823A82D41DFBA11208,57,60,Capacity and limits,STRATEGY,YES,RETAIN_SINGLE_PRIMARY_ROLE_NO_SECONDARY_AUTHORITY
LS-MD-0202,ops/Performance_SLO_and_Limits_LOCKED.md,29B65C554AF9BEA3742E11823A82D41DFBA11208,61,69,Alert states,STRATEGY,YES,RETAIN_SINGLE_PRIMARY_ROLE_NO_SECONDARY_AUTHORITY
LS-MD-0202,ops/Performance_SLO_and_Limits_LOCKED.md,29B65C554AF9BEA3742E11823A82D41DFBA11208,70,80,Capability boundary (LOCKED),STRATEGY,YES,RETAIN_SINGLE_PRIMARY_ROLE_NO_SECONDARY_AUTHORITY
LS-MD-0203,ops/Release_Gates_LOCKED.md,E2C5D627AAC62E1C58735DEA7433DCC336B1DD98,1,8,Release Gates (LOCKED),STRATEGY,YES,RETAIN_SINGLE_PRIMARY_ROLE_NO_SECONDARY_AUTHORITY
LS-MD-0203,ops/Release_Gates_LOCKED.md,E2C5D627AAC62E1C58735DEA7433DCC336B1DD98,9,19,Capability boundary (LOCKED),STRATEGY,YES,RETAIN_SINGLE_PRIMARY_ROLE_NO_SECONDARY_AUTHORITY
LS-MD-0204,ops/Resumable_Backfill_Contract_LOCKED.md,689572A8815FC6D9FB6894A3E252CC6FB6A70F4B,1,4,Resumable Backfill Contract (LOCKED),STRATEGY,YES,RETAIN_SINGLE_PRIMARY_ROLE_NO_SECONDARY_AUTHORITY
LS-MD-0204,ops/Resumable_Backfill_Contract_LOCKED.md,689572A8815FC6D9FB6894A3E252CC6FB6A70F4B,5,10,V2 immutable-observation / candidate-projection boundary (LOCKED),STRATEGY,YES,RETAIN_SINGLE_PRIMARY_ROLE_NO_SECONDARY_AUTHORITY
LS-MD-0204,ops/Resumable_Backfill_Contract_LOCKED.md,689572A8815FC6D9FB6894A3E252CC6FB6A70F4B,11,18,Locked rules,STRATEGY,YES,RETAIN_SINGLE_PRIMARY_ROLE_NO_SECONDARY_AUTHORITY
LS-MD-0204,ops/Resumable_Backfill_Contract_LOCKED.md,689572A8815FC6D9FB6894A3E252CC6FB6A70F4B,19,31,Amendment 2026-05-27 - Failed checkpoint recovery apply,STRATEGY,YES,RETAIN_SINGLE_PRIMARY_ROLE_NO_SECONDARY_AUTHORITY
LS-MD-0204,ops/Resumable_Backfill_Contract_LOCKED.md,689572A8815FC6D9FB6894A3E252CC6FB6A70F4B,32,36,Amendment 2026-05-27 - Publication reprocess after recovered rows,STRATEGY,YES,RETAIN_SINGLE_PRIMARY_ROLE_NO_SECONDARY_AUTHORITY
LS-MD-0205,ops/Run_Artifacts_Format_LOCKED.md,4D5A48BCAE4046BE1385B941DFE566CF5B9672A9,1,2,Run Artifacts Format (LOCKED),STRATEGY,YES,RETAIN_SINGLE_PRIMARY_ROLE_NO_SECONDARY_AUTHORITY
LS-MD-0205,ops/Run_Artifacts_Format_LOCKED.md,4D5A48BCAE4046BE1385B941DFE566CF5B9672A9,3,8,Purpose,STRATEGY,YES,RETAIN_SINGLE_PRIMARY_ROLE_NO_SECONDARY_AUTHORITY
LS-MD-0205,ops/Run_Artifacts_Format_LOCKED.md,4D5A48BCAE4046BE1385B941DFE566CF5B9672A9,9,12,Corrected-strategy binding rule (LOCKED),STRATEGY,YES,RETAIN_SINGLE_PRIMARY_ROLE_NO_SECONDARY_AUTHORITY
LS-MD-0205,ops/Run_Artifacts_Format_LOCKED.md,4D5A48BCAE4046BE1385B941DFE566CF5B9672A9,13,19,Artifact categories,STRATEGY,YES,RETAIN_SINGLE_PRIMARY_ROLE_NO_SECONDARY_AUTHORITY
LS-MD-0205,ops/Run_Artifacts_Format_LOCKED.md,4D5A48BCAE4046BE1385B941DFE566CF5B9672A9,20,36,Minimum artifact set per requested-date run,STRATEGY,YES,RETAIN_SINGLE_PRIMARY_ROLE_NO_SECONDARY_AUTHORITY
LS-MD-0205,ops/Run_Artifacts_Format_LOCKED.md,4D5A48BCAE4046BE1385B941DFE566CF5B9672A9,37,101,1. `run_summary.json`,STRATEGY,YES,RETAIN_SINGLE_PRIMARY_ROLE_NO_SECONDARY_AUTHORITY
LS-MD-0205,ops/Run_Artifacts_Format_LOCKED.md,4D5A48BCAE4046BE1385B941DFE566CF5B9672A9,102,146,2. `publication_manifest.json`,STRATEGY,YES,RETAIN_SINGLE_PRIMARY_ROLE_NO_SECONDARY_AUTHORITY
LS-MD-0205,ops/Run_Artifacts_Format_LOCKED.md,4D5A48BCAE4046BE1385B941DFE566CF5B9672A9,147,177,3. `run_event_summary.json`,STRATEGY,YES,RETAIN_SINGLE_PRIMARY_ROLE_NO_SECONDARY_AUTHORITY
LS-MD-0205,ops/Run_Artifacts_Format_LOCKED.md,4D5A48BCAE4046BE1385B941DFE566CF5B9672A9,178,200,4. `eligibility_export.csv`,STRATEGY,YES,RETAIN_SINGLE_PRIMARY_ROLE_NO_SECONDARY_AUTHORITY
LS-MD-0205,ops/Run_Artifacts_Format_LOCKED.md,4D5A48BCAE4046BE1385B941DFE566CF5B9672A9,201,223,5. `invalid_bars_export.csv`,STRATEGY,YES,RETAIN_SINGLE_PRIMARY_ROLE_NO_SECONDARY_AUTHORITY
LS-MD-0205,ops/Run_Artifacts_Format_LOCKED.md,4D5A48BCAE4046BE1385B941DFE566CF5B9672A9,224,249,6. `anomaly_report.md`,STRATEGY,YES,RETAIN_SINGLE_PRIMARY_ROLE_NO_SECONDARY_AUTHORITY
LS-MD-0205,ops/Run_Artifacts_Format_LOCKED.md,4D5A48BCAE4046BE1385B941DFE566CF5B9672A9,250,295,7. `source_attempt_telemetry.json`,STRATEGY,YES,RETAIN_SINGLE_PRIMARY_ROLE_NO_SECONDARY_AUTHORITY
LS-MD-0205,ops/Run_Artifacts_Format_LOCKED.md,4D5A48BCAE4046BE1385B941DFE566CF5B9672A9,296,330,7. `correction_evidence.json`,STRATEGY,YES,RETAIN_SINGLE_PRIMARY_ROLE_NO_SECONDARY_AUTHORITY
LS-MD-0205,ops/Run_Artifacts_Format_LOCKED.md,4D5A48BCAE4046BE1385B941DFE566CF5B9672A9,331,374,8. `replay_result.json`,STRATEGY,YES,RETAIN_SINGLE_PRIMARY_ROLE_NO_SECONDARY_AUTHORITY
LS-MD-0205,ops/Run_Artifacts_Format_LOCKED.md,4D5A48BCAE4046BE1385B941DFE566CF5B9672A9,375,398,9. `replay_expected_state.json`,STRATEGY,YES,RETAIN_SINGLE_PRIMARY_ROLE_NO_SECONDARY_AUTHORITY
LS-MD-0205,ops/Run_Artifacts_Format_LOCKED.md,4D5A48BCAE4046BE1385B941DFE566CF5B9672A9,399,422,10. `replay_actual_state.json`,STRATEGY,YES,RETAIN_SINGLE_PRIMARY_ROLE_NO_SECONDARY_AUTHORITY
LS-MD-0205,ops/Run_Artifacts_Format_LOCKED.md,4D5A48BCAE4046BE1385B941DFE566CF5B9672A9,423,426,Artifact timestamp rule,STRATEGY,YES,RETAIN_SINGLE_PRIMARY_ROLE_NO_SECONDARY_AUTHORITY
LS-MD-0205,ops/Run_Artifacts_Format_LOCKED.md,4D5A48BCAE4046BE1385B941DFE566CF5B9672A9,427,433,Artifact secrecy rule,STRATEGY,YES,RETAIN_SINGLE_PRIMARY_ROLE_NO_SECONDARY_AUTHORITY
LS-MD-0205,ops/Run_Artifacts_Format_LOCKED.md,4D5A48BCAE4046BE1385B941DFE566CF5B9672A9,434,441,Cross-contract alignment,STRATEGY,YES,RETAIN_SINGLE_PRIMARY_ROLE_NO_SECONDARY_AUTHORITY
LS-MD-0205,ops/Run_Artifacts_Format_LOCKED.md,4D5A48BCAE4046BE1385B941DFE566CF5B9672A9,442,444,Anti-ambiguity rule (LOCKED),STRATEGY,YES,RETAIN_SINGLE_PRIMARY_ROLE_NO_SECONDARY_AUTHORITY
LS-MD-0205,ops/Run_Artifacts_Format_LOCKED.md,4D5A48BCAE4046BE1385B941DFE566CF5B9672A9,445,452,See also,STRATEGY,YES,RETAIN_SINGLE_PRIMARY_ROLE_NO_SECONDARY_AUTHORITY
LS-MD-0205,ops/Run_Artifacts_Format_LOCKED.md,4D5A48BCAE4046BE1385B941DFE566CF5B9672A9,453,486,Amendment 2026-05-26 - Import mutation and impact fields,STRATEGY,YES,RETAIN_SINGLE_PRIMARY_ROLE_NO_SECONDARY_AUTHORITY
LS-MD-0205,ops/Run_Artifacts_Format_LOCKED.md,4D5A48BCAE4046BE1385B941DFE566CF5B9672A9,487,524,Amendment 2026-05-27 - Impact execution artifact fields,STRATEGY,YES,RETAIN_SINGLE_PRIMARY_ROLE_NO_SECONDARY_AUTHORITY
LS-MD-0205,ops/Run_Artifacts_Format_LOCKED.md,4D5A48BCAE4046BE1385B941DFE566CF5B9672A9,525,552,Amendment 2026-05-27 - Publication reprocess execution fields,STRATEGY,YES,RETAIN_SINGLE_PRIMARY_ROLE_NO_SECONDARY_AUTHORITY
LS-MD-0205,ops/Run_Artifacts_Format_LOCKED.md,4D5A48BCAE4046BE1385B941DFE566CF5B9672A9,553,561,Amendment 2026-05-27 - Final publication reprocess execution proof fields,STRATEGY,YES,RETAIN_SINGLE_PRIMARY_ROLE_NO_SECONDARY_AUTHORITY
LS-MD-0206,ops/Run_Execution_Evidence_Pack_Contract_LOCKED.md,FFA1C871D67F76E0171FD9FD40AB5083A13DC18F,1,2,Run Execution Evidence Pack Contract (LOCKED),STRATEGY,YES,RETAIN_SINGLE_PRIMARY_ROLE_NO_SECONDARY_AUTHORITY
LS-MD-0206,ops/Run_Execution_Evidence_Pack_Contract_LOCKED.md,FFA1C871D67F76E0171FD9FD40AB5083A13DC18F,3,10,Purpose,STRATEGY,YES,RETAIN_SINGLE_PRIMARY_ROLE_NO_SECONDARY_AUTHORITY
LS-MD-0206,ops/Run_Execution_Evidence_Pack_Contract_LOCKED.md,FFA1C871D67F76E0171FD9FD40AB5083A13DC18F,11,19,Core rule (LOCKED),STRATEGY,YES,RETAIN_SINGLE_PRIMARY_ROLE_NO_SECONDARY_AUTHORITY
LS-MD-0206,ops/Run_Execution_Evidence_Pack_Contract_LOCKED.md,FFA1C871D67F76E0171FD9FD40AB5083A13DC18F,20,30,Minimum executed evidence pack for one requested-date run,STRATEGY,YES,RETAIN_SINGLE_PRIMARY_ROLE_NO_SECONDARY_AUTHORITY
LS-MD-0206,ops/Run_Execution_Evidence_Pack_Contract_LOCKED.md,FFA1C871D67F76E0171FD9FD40AB5083A13DC18F,31,39,Minimum executed correction evidence pack,STRATEGY,YES,RETAIN_SINGLE_PRIMARY_ROLE_NO_SECONDARY_AUTHORITY
LS-MD-0206,ops/Run_Execution_Evidence_Pack_Contract_LOCKED.md,FFA1C871D67F76E0171FD9FD40AB5083A13DC18F,40,47,Minimum executed replay evidence pack,STRATEGY,YES,RETAIN_SINGLE_PRIMARY_ROLE_NO_SECONDARY_AUTHORITY
LS-MD-0206,ops/Run_Execution_Evidence_Pack_Contract_LOCKED.md,FFA1C871D67F76E0171FD9FD40AB5083A13DC18F,48,59,Minimum executed test evidence pack,STRATEGY,YES,RETAIN_SINGLE_PRIMARY_ROLE_NO_SECONDARY_AUTHORITY
LS-MD-0206,ops/Run_Execution_Evidence_Pack_Contract_LOCKED.md,FFA1C871D67F76E0171FD9FD40AB5083A13DC18F,60,65,Executed-evidence distinction (LOCKED),STRATEGY,YES,RETAIN_SINGLE_PRIMARY_ROLE_NO_SECONDARY_AUTHORITY
LS-MD-0206,ops/Run_Execution_Evidence_Pack_Contract_LOCKED.md,FFA1C871D67F76E0171FD9FD40AB5083A13DC18F,66,72,Recommended storage locations,STRATEGY,YES,RETAIN_SINGLE_PRIMARY_ROLE_NO_SECONDARY_AUTHORITY
LS-MD-0206,ops/Run_Execution_Evidence_Pack_Contract_LOCKED.md,FFA1C871D67F76E0171FD9FD40AB5083A13DC18F,73,79,Cross-contract alignment,STRATEGY,YES,RETAIN_SINGLE_PRIMARY_ROLE_NO_SECONDARY_AUTHORITY
LS-MD-0206,ops/Run_Execution_Evidence_Pack_Contract_LOCKED.md,FFA1C871D67F76E0171FD9FD40AB5083A13DC18F,80,81,Anti-ambiguity rule (LOCKED),STRATEGY,YES,RETAIN_SINGLE_PRIMARY_ROLE_NO_SECONDARY_AUTHORITY
LS-MD-0207,ops/Run_Ownership_and_Recovery_LOCKED.md,2E16C17FDBC4E916FE9E57C3508CCC27A123E0BC,1,2,Run Ownership and Recovery (LOCKED),STRATEGY,YES,RETAIN_SINGLE_PRIMARY_ROLE_NO_SECONDARY_AUTHORITY
LS-MD-0207,ops/Run_Ownership_and_Recovery_LOCKED.md,2E16C17FDBC4E916FE9E57C3508CCC27A123E0BC,3,5,Purpose,STRATEGY,YES,RETAIN_SINGLE_PRIMARY_ROLE_NO_SECONDARY_AUTHORITY
LS-MD-0207,ops/Run_Ownership_and_Recovery_LOCKED.md,2E16C17FDBC4E916FE9E57C3508CCC27A123E0BC,6,16,Core ownership rule (LOCKED),STRATEGY,YES,RETAIN_SINGLE_PRIMARY_ROLE_NO_SECONDARY_AUTHORITY
LS-MD-0207,ops/Run_Ownership_and_Recovery_LOCKED.md,2E16C17FDBC4E916FE9E57C3508CCC27A123E0BC,17,27,Allowed ownership model,STRATEGY,YES,RETAIN_SINGLE_PRIMARY_ROLE_NO_SECONDARY_AUTHORITY
LS-MD-0207,ops/Run_Ownership_and_Recovery_LOCKED.md,2E16C17FDBC4E916FE9E57C3508CCC27A123E0BC,28,35,Owner responsibilities,STRATEGY,YES,RETAIN_SINGLE_PRIMARY_ROLE_NO_SECONDARY_AUTHORITY
LS-MD-0207,ops/Run_Ownership_and_Recovery_LOCKED.md,2E16C17FDBC4E916FE9E57C3508CCC27A123E0BC,36,47,Non-owner behavior,STRATEGY,YES,RETAIN_SINGLE_PRIMARY_ROLE_NO_SECONDARY_AUTHORITY
LS-MD-0207,ops/Run_Ownership_and_Recovery_LOCKED.md,2E16C17FDBC4E916FE9E57C3508CCC27A123E0BC,48,53,Recovery rule,STRATEGY,YES,RETAIN_SINGLE_PRIMARY_ROLE_NO_SECONDARY_AUTHORITY
LS-MD-0207,ops/Run_Ownership_and_Recovery_LOCKED.md,2E16C17FDBC4E916FE9E57C3508CCC27A123E0BC,54,59,Takeover rule,STRATEGY,YES,RETAIN_SINGLE_PRIMARY_ROLE_NO_SECONDARY_AUTHORITY
LS-MD-0207,ops/Run_Ownership_and_Recovery_LOCKED.md,2E16C17FDBC4E916FE9E57C3508CCC27A123E0BC,60,62,Anti-double-finalize rule (LOCKED),STRATEGY,YES,RETAIN_SINGLE_PRIMARY_ROLE_NO_SECONDARY_AUTHORITY
LS-MD-0207,ops/Run_Ownership_and_Recovery_LOCKED.md,2E16C17FDBC4E916FE9E57C3508CCC27A123E0BC,63,65,Anti-double-seal rule (LOCKED),STRATEGY,YES,RETAIN_SINGLE_PRIMARY_ROLE_NO_SECONDARY_AUTHORITY
LS-MD-0207,ops/Run_Ownership_and_Recovery_LOCKED.md,2E16C17FDBC4E916FE9E57C3508CCC27A123E0BC,66,71,Minimum evidence,STRATEGY,YES,RETAIN_SINGLE_PRIMARY_ROLE_NO_SECONDARY_AUTHORITY
LS-MD-0208,ops/RUN_PUBLICATION_POINTER_LINKAGE_INVENTORY.md,D27A829A793A182A7BEF9796B85546AC7329B73A,1,34,RUN / PUBLICATION / POINTER LINKAGE INVENTORY,IMPLEMENTATION,YES,SPLIT_EXACT_SECTION
